AGENCY_CODE,LABM_CODE,LABP_CODE,LABMT_CODE,LABM_NAME,LABM_SHORT_NAME,LABM_SHORT_NAME_Orig,LABM_REF,LABM_MASK,LABM_UNITS,LABM_LOW_VALUE,LABM_HIGH_VALUE,est_type
303,20Bv,K,,"4M HCl extractable potassium, ICPAES","HCl extr S - K, ICPA","HCl extr S - K, ICPA",,,,,,
303,20Bw,MG,,"4M HCl extractable potassium, atomic absorption (AAS)","HCl extr S - K, AAS","HCl extr S - K, AAS",,,,,,
303,20Bx,K,,"4M HCl extractable potassium, flame emission","HCl extr S - K, flam","HCl extr S - K, flam",,,,,,
999,20C1_ANC,ANC,,SPOCAS acid trail - Net Acid Neutralising Capacity (ANC),ANC,ANC,ASLSH SCM,,mol(H+)/t,,,
999,20C1_TPA,TPA,,SPOCAS acid trail - titratable peroxide acidity (TPA),TPA,TPA,ASLSH SCM,,mol(H+)/t,,,
303,20C1a,,,"Total Oxidisable Sulfur by XRF and turbidmetric, SO4",TOS  XRF-Turbimetric,TOS  XRF-Turbimetric,,,,,,
303,20C1b,,,"Total Oxidisable Sulfur by XRF and Gravimetric, SO4",TOS  XRF-Gravimetric,TOS  XRF-Gravimetric,,,,,,
303,20C1c,,,"Total Oxidisable Sulfur by XRF and Auto colour, SO4",TOS  XRF-Auto colour,TOS  XRF-Auto colour,,,,,,
303,20C1d,,,"Total Oxidisable Sulfur by XRF and Ion chromo, SO4","TOS  XRF-Ion chromo,","TOS  XRF-Ion chromo,",,,,,,
303,20C1e,,,"Total Oxidisable Sulfur by XRF and ICPAES, S","TOS  XRF-ICPAES, S","TOS  XRF-ICPAES, S",,,,,,
303,20C1f,,,"Total Oxidisable Sulfur by XRF and Auto turbidmetric, SO4",TOS  XRF-Auto turbim,TOS  XRF-Auto turbim,,,,,,
303,20C1g,,,"Total Oxidisable Sulfur by XRF and Indirect Ba by AAS, SO4",TOS  XRF-Indirect Ba,TOS  XRF-Indirect Ba,,,,,,
303,20C2a,,,"Total Oxidisable Sulfur by Leco and turbidmetric, SO4",TOS  Leco-Turbimetri,TOS  Leco-Turbimetri,,,,,,
303,20C2b,,,"Total Oxidisable Sulfur by Leco and Gravimetric, SO4",TOS  Leco-Gravimetri,TOS  Leco-Gravimetri,,,,,,
303,20C2c,,,"Total Oxidisable Sulfur by Leco and Auto colour, SO4",TOS  Leco-Auto colou,TOS  Leco-Auto colou,,,,,,
303,20C2d,,,"Total Oxidisable Sulfur by Leco and Ion chromo, SO4",TOS  Leco-Ion chromo,TOS  Leco-Ion chromo,,,,,,
303,20C2e,,,"Total Oxidisable Sulfur by Leco and ICPAES, S","TOS  Leco-ICPAES, S","TOS  Leco-ICPAES, S",,,,,,
303,20C2f,,,"Total Oxidisable Sulfur by Leco and Auto turbidmetric, SO4",TOS  Leco-Auto turbi,TOS  Leco-Auto turbi,,,,,,
303,20C2g,,,"Total Oxidisable Sulfur by Leco and Indirect Ba by AAS, SO4",TOS  Leco-Indirect B,TOS  Leco-Indirect B,,,,,,
303,20C3a,,,"Total Oxidisable Sulfur by Combustion, titration and turbidmetric, SO4","TOS  Combustion, tit","TOS  Combustion, tit",,,,,,
303,20C3b,,,"Total Oxidisable Sulfur by Combustion, titration and Gravimetric, SO4","TOS  Combustion, tit","TOS  Combustion, tit",,,,,,
303,20C3c,,,"Total Oxidisable Sulfur by Combustion, titration and Auto colour, SO4","TOS  Combustion, tit","TOS  Combustion, tit",,,,,,
303,20C3d,,,"Total Oxidisable Sulfur by Combustion, titration and Ion chromo, SO4","TOS  Combustion, tit","TOS  Combustion, tit",,,,,,
303,20C3e,,,"Total Oxidisable Sulfur by Combustion, titration and ICPAES, S","TOS  Combustion, tit","TOS  Combustion, tit",,,,,,
303,20C3f,,,"Total Oxidisable Sulfur by Combustion, titration and Auto turbidmetric, SO4","TOS  Combustion, tit","TOS  Combustion, tit",,,,,,
303,20C3g,,,"Total Oxidisable Sulfur by Combustion, titration and Indirect Ba by AAS, SO4","TOS  Combustion, tit","TOS  Combustion, tit",,,,,,
303,20C4a,,,"Total Oxidisable Sulfur by Combustion, dry ashing and turbidmetric, SO4","TOS  Combustion, dry","TOS  Combustion, dry",,,,,,
303,20C4b,,,"Total Oxidisable Sulfur by Combustion, dry ashing and Gravimetric, SO4","TOS  Combustion, dry","TOS  Combustion, dry",,,,,,
303,20C4c,,,"Total Oxidisable Sulfur by Combustion, dry ashing and Auto colour, SO4","TOS  Combustion, dry","TOS  Combustion, dry",,,,,,
303,20C4d,,,"Total Oxidisable Sulfur by Combustion, dry ashing and Ion chromo, SO4","TOS Combustion, dry ","TOS Combustion, dry ",,,,,,
303,20C4e,,,"Total Oxidisable Sulfur by Combustion, dry ashing and ICPAES, S","TOS Combustion, dry ","TOS Combustion, dry ",,,,,,
303,20C4f,,,"Total Oxidisable Sulfur by Combustion, dry ashing and Auto turbidmetric, SO4","TOS Combustion, dry ","TOS Combustion, dry ",,,,,,
303,20C4g,,,"Total Oxidisable Sulfur by Combustion, dry ashing and Indirect Ba by AAS, SO4","TOS Combustion, dry ","TOS Combustion, dry ",,,,,,
303,20C5a,,,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and turbidmetric, SO4",TOS  Alkaline Na ox ,TOS  Alkaline Na ox ,,,,,,
303,20C5b,,,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Gravimetric, SO4",TOS  Alkaline Na ox ,TOS  Alkaline Na ox ,,,,,,
303,20C5c,,,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Auto colour, SO4",TOS  Alkaline Na ox ,TOS  Alkaline Na ox ,,,,,,
303,20C5d,,,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Ion chromo, SO4",TOS  Alkaline Na ox ,TOS  Alkaline Na ox ,,,,,,
303,20C5e,,,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and ICPAES, S",TOS  Alkaline Na ox ,TOS  Alkaline Na ox ,,,,,,
303,20C5f,,,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Auto turbidmetric, SO4",TOS  Alkaline Na ox ,TOS  Alkaline Na ox ,,,,,,
303,20C5g,,,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Indirect Ba by AAS, SO4",TOS  Alkaline Na ox ,TOS  Alkaline Na ox ,,,,,,
303,20C6a,,,"Total Oxidisable Sulfur by Acid ox and turbidmetric, SO4",TOS  Acid ox-Turbime,TOS  Acid ox-Turbime,,,,,,
303,20C6b,,,"Total Oxidisable Sulfur by Acid ox and Gravimetric, SO4",TOS  Acid ox-Gravime,TOS  Acid ox-Gravime,,,,,,
303,20C6c,,,"Total Oxidisable Sulfur by Acid ox and Auto colour, SO4",TOS  Acid ox-Auto co,TOS  Acid ox-Auto co,,,,,,
303,20C6d,,,"Total Oxidisable Sulfur by Acid ox and Ion chromo, SO4",TOS  Acid ox-Ion chr,TOS  Acid ox-Ion chr,,,,,,
303,20C6e,,,"Total Oxidisable Sulfur by Acid ox and ICPAES, S","TOS  Acid ox-ICPAES,","TOS  Acid ox-ICPAES,",,,,,,
303,20C6f,,,"Total Oxidisable Sulfur by Acid ox and Auto turbidmetric, SO4",TOS  Acid ox-Auto tu,TOS  Acid ox-Auto tu,,,,,,
303,20C6g,,,"Total Oxidisable Sulfur by Acid ox and Indirect Ba by AAS, SO4",TOS  Acid ox-Indirec,TOS  Acid ox-Indirec,,,,,,
303,20C7a,,,"Total Oxidisable Sulfur by Br-Nitric ox and turbidmetric, SO4",TOS  Br-Nitric ox-Tu,TOS  Br-Nitric ox-Tu,,,,,,
303,20C7b,,,"Total Oxidisable Sulfur by Br-Nitric ox and Gravimetric, SO4",TOS  Br-Nitric ox-Gr,TOS  Br-Nitric ox-Gr,,,,,,
303,20C7c,,,"Total Oxidisable Sulfur by Br-Nitric ox and Auto colour, SO4",TOS  Br-Nitric ox-Au,TOS  Br-Nitric ox-Au,,,,,,
303,20C7d,,,"Total Oxidisable Sulfur by Br-Nitric ox and Ion chromo, SO4",TOS  Br-Nitric ox-Io,TOS  Br-Nitric ox-Io,,,,,,
303,20C7e,,,"Total Oxidisable Sulfur by Br-Nitric ox and ICPAES, S",TOS  Br-Nitric ox-IC,TOS  Br-Nitric ox-IC,,,,,,
303,20C7f,,,"Total Oxidisable Sulfur by Br-Nitric ox and Auto turbidmetric, SO4",TOS  Br-Nitric ox-Au,TOS  Br-Nitric ox-Au,,,,,,
303,20C7g,,,"Total Oxidisable Sulfur by Br-Nitric ox and Indirect Ba by AAS, SO4",TOS  Br-Nitric ox-In,TOS  Br-Nitric ox-In,,,,,,
303,20D1,,,Total oxidisable sulfur prewash 4M HCl and H2O - XRF,TOS prewash - XRF,TOS prewash - XRF,,,,,,
999,20D1_CA,CA,,1 M KCl - extractable Ca,Extractable Ca,Extractable Ca,ASLSH SCM,,%,,,
999,20D1_MG,MG,,1 M KCl - extractable Mg,Extractable Mg,Extractable Mg,ASLSH SCM,,%,,,
999,20D1_S,SULFUR,,1 M KCl - extractable S,Extractable S,Extractable S,ASLSH SCM,,%,,,
303,20D2,,,Total oxidisable sulfur prewash 4M HCl and H2O - Leco,TOS prewash - Leco,TOS prewash - Leco,,,,,,
303,20D3,,,"Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, titration end point","TOS prewash - comb, ","TOS prewash - comb, ",,,,,,
303,20D4,,,"Total oxidisable sulfur prewash 4M HCl and H2O - Combustion, dry ashing NaCO3, AgBr","TOS prewash - comb, ","TOS prewash - comb, ",,,,,,
303,20D5,,,Total oxidisable sulfur prewash 4M HCl and H2O - Alkaline Na hypobromite oxidation + reduction hydroiodic acid reduction,TOS prewash - alk Na,TOS prewash - alk Na,,,,,,
303,20D6,,,"Total oxidisable sulfur prewash 4M HCl and H2O - Acid oxidation using nitric, perchloric, phosphoric, hydrochloric acids",TOS prewash - acid o,TOS prewash - acid o,,,,,,
999,20E1_CA,CA,,1 M KCl - extractable Ca after peroxide oxidation,Extractable Ca,Extractable Ca,ASLSH SCM,,%,,,
999,20E1_MG,MG,,1 M KCl - extractable Mg after peroxide oxidation,Extractable Mg,Extractable Mg,ASLSH SCM,,%,,,
999,20E1_S,SULFUR,,1 M KCl - extractable S after peroxide oxidation,Extractable S,Extractable S,ASLSH SCM,,%,,,
999,20F1,SULFUR,,"Sulfur - 4 M HCl extraction, ICPAES",Sulfur,Sulfur,ASLSH SCM,,%,,,
999,20F2,SULFUR,,"Sulfur - 4 M HCl extraction, ion chromatography",Sulfur,Sulfur,ASLSH SCM,,%,,,
999,20G1,SULFUR,,Peroxide residual acid soluble sulfur,Residual S,Residual S,ASLSH SCM,,%,,,
999,20H1,ANC,,Acid neutralising capacity - acid reacted and back titration,ANC,ANC,ASLSH SCM,,%,,,
999,20I1,ANC,,Acid neutralising capacity - from SPOCAS,ANC,ANC,ASLSH SCM,,%,,,
303,20J,,,S nas,Net acid soluble sul,Net acid soluble sul,,,,,,
999,20J1_RQNC,ASS_HAZARD,,Field approximation of ASS hazard,ASS hazard,ASS hazard,ASLSH SCM,,mol/m3,,,
999,20J1_TAA,ASS_HAZARD,,Field approximation of ASS hazard,ASS hazard,ASS hazard,ASLSH SCM,,mol/m3,,,
999,20J1_TSA,ASS_HAZARD,,Field approximation of ASS hazard,ASS hazard,ASS hazard,ASLSH SCM,,mol/m3,,,
999,20K1,ASS_PRESENCE,,Quick field approximation of ASS presence and associated lime reqirement for drain spoil,ASS presence,ASS presence,ASLSH SCM,,,,,
303,21A,,,"pH of filtered 1:20 1M KCl extract, overnight shake (TAA)",pH 1M KCl,pH 1M KCl,,,,,,
303,21Af,,,pH done in field on saturated soil sample using pH probe,pH field - probe,pH field - probe,,,,,,
303,21B,,,pH of filtered 1:20 1M KCl after peroxide digestion,pH 1M KCl after pero,pH 1M KCl after pero,,,,,,
303,21Bf,,,pH done in field of 30% peroxide reaction,pH field - 30% perox,pH field - 30% perox,,,,,,
303,21C,,,KCl extractable S,"1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21Ca,,,"KCL extractable S - sulfate, turbidmetric","KCL extr S - SO4, tu","KCL extr S - SO4, tu",,,,,,
303,21Cb,,,"KCL extractable S - sulfate, gravimetric","KCL extr S - SO4, gr","KCL extr S - SO4, gr",,,,,,
303,21Cc,,,"KCL extractable S - sulfate, automated colour","KCL extr S - SO4, au","KCL extr S - SO4, au",,,,,,
303,21Cd,,,"KCL extractable S - sulfate, ion chromatography","KCL extr S - SO4, io","KCL extr S - SO4, io",,,,,,
303,21Ce,,,"KCL extractable S - sulfur, ICPAES","KCL extr S - S, ICPA","KCL extr S - S, ICPA",,,,,,
303,21Cf,,,"KCL extractable S - sulfate, automated turbidmetric","KCL extr S - SO4, au","KCL extr S - SO4, au",,,,,,
303,21Cg,,,"KCL extractable S - sulfate, indirect, barium remaining by AAS","KCL extr S - SO4, in","KCL extr S - SO4, in",,,,,,
303,21Ch,,,"KCL extractable S - calcium, ICPAES","KCL extr S - Ca, ICP","KCL extr S - Ca, ICP",,,,,,
303,21Cj,,,"KCL extractable S - calcium, atomic absorption (AAS)","KCL extr S - Ca, AAS","KCL extr S - Ca, AAS",,,,,,
303,21Ck,,,"KCL extractable S - calcium, titration EDTA","KCL extr S - Ca, EDT","KCL extr S - Ca, EDT",,,,,,
303,21Cm,,,"KCL extractable S - magnesium, ICPAES","KCL extr S - Mg, ICP","KCL extr S - Mg, ICP",,,,,,
303,21Cn,,,"KCL extractable S - magnesium, atomic absorption (AAS)","KCL extr S - Mg, AAS","KCL extr S - Mg, AAS",,,,,,
303,21Cp,,,"KCL extractable S - magnesium, titration EDTA","KCL extr S - Mg, EDT","KCL extr S - Mg, EDT",,,,,,
303,21Cs,,,"KCL extractable S - sodium, ICPAES","KCL extr S - Na, ICP","KCL extr S - Na, ICP",,,,,,
303,21Ct,,,"KCL extractable S - sodium, atomic absorption (AAS)","KCL extr S - Na, AAS","KCL extr S - Na, AAS",,,,,,
303,21Cu,,,"KCL extractable S - sodium, flame emission","KCL extr S - Na, fla","KCL extr S - Na, fla",,,,,,
303,21D,,,Peroxide sulfur after peroxide digestion,Peroxide S after dig,Peroxide S after dig,,,,,,
303,21Da,,,"KCl Extractable sulfur after ox - sulfate, turbidmetric","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Db,,,"KCl Extractable sulfur after ox - sulfate, gravimetric","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Dc,,,"KCl Extractable sulfur after ox - sulfate, automated colour","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Dd,,,"KCl Extractable sulfur after ox - sulfate, ion chromatography","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21De,,,"1M KCL,1:20,after ox.,ICP","1M KCL,1:20,after ox","1M KCL,1:20,after ox",,,,,,
303,21Df,,,KCl Extractable sulfur after ox - automated turbidmetric,"1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Dg,,,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21E,,,Peroxide oxidisable S - 21D minus 21C,Peroxide oxidisable ,Peroxide oxidisable ,,,,,,
303,21Ee,,,Peroxide oxidisable S - 21De minus 21Ce,Peroxide oxidisable ,Peroxide oxidisable ,,,,,,
303,21F,,,Total Actual Acidity (TAA) in 1M KCl titrated to pH 5.5,TAA - 1M KCl,TAA - 1M KCl,,,,,,
303,21G,,,Total Potential Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 5.5,"TPA - 1M KCl, peroxi","TPA - 1M KCl, peroxi",,,,,,
303,21H,,,Total Sulfidic Acidity (TSA) - 21G minus 21F,TSA,TSA,,,,,,
303,21J,,,TAA - calculated as equivalent pyrite S%,TAA - pyrite equiv,TAA - pyrite equiv,,,,,,
303,21K,,,TPA -calculated as equivalent pyrite S%,TPA - pyrite equiv,TPA - pyrite equiv,,,,,,
303,21L,,,TSA - calculated as equivalent pyrite S%,TSA - pyrite equiv,TSA - pyrite equiv,,,,,,
303,21M,,,Na extracted in 1M KCl (TAA),Na extracted 1M KCl,Na extracted 1M KCl,,,,,,
303,21Ms,,,"Sodium, before ox. - ICPAES","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21Mt,,,"Sodium, before ox. - atomic absorption (AAS)","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21Mu,,,"Sodium, before ox. - flame emission","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21N,,,Na in peroxide digest (TPA),Na peroxide digest,Na peroxide digest,,,,,,
303,21Ns,,,"Sodium, after ox. - ICPAES","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Nt,,,"Sodium, after ox. - atomic absorption (AAS)","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Nu,,,"Sodium, after ox. - flame emission","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21P,,,Na difference (21N minus 21M),Na difference,Na difference,,,,,,
303,21Ps,,,Na difference (21Ns minus 21Ms)  - ICPAES,"Na difference, ICP","Na difference, ICP",,,,,,
303,21Q,,,Quick residual neutralising capacity,Quick residual neutr,Quick residual neutr,,,,,,
303,21R,,,"Quick residual neutralising capacity (21Q), calculated as equivalent S%",Quick residual neutr,Quick residual neutr,,,,,,
303,21S,,,Mg extracted in 1M KCl (TAA),Mg extracted 1M KCl,Mg extracted 1M KCl,,,,,,
303,21Sm,,,"Magnesium, before ox. - ICPAES","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21Sn,,,"Magnesium, before ox. - atomic absorption (AAS)","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21Sp,,,"Magnesium, before ox. - titration EDTA","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21T,,,Mg in peroxide digest (TPA),Mg peroxide digest,Mg peroxide digest,,,,,,
303,21Tm,,,"Magnesium, after ox. - ICPAES","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Tn,,,"Magnesium, after ox. - atomic absorption (AAS)","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Tp,,,"Magnesium, after ox.  - titration EDTA","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21U,,,Mg reacted with acid generated by peroxide digestion (21T minus 21S),Mg reacted with acid,Mg reacted with acid,,,,,,
303,21Um,,,Mg reacted with acid generated by peroxide digestion (21Tm minus 21Sm) - ICPAES,Mg reacted with acid,Mg reacted with acid,,,,,,
303,21V,CA,,Ca extracted in 1M KCl (TAA),Ca extracted 1M KCl,Ca extracted 1M KCl,,,,,,
303,21Vh,CA,,"Calcium, before ox. - ICPAES","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21Vj,CA,,"Calcium, before ox. - atomic absorption (AAS)","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21Vk,CA,,"Calcium, before ox.  - titration EDTA","1M KCl,1:20,before o","1M KCl,1:20,before o",,,,,,
303,21W,CA,,Ca in peroxide digest (TPA),Ca peroxide digest,Ca peroxide digest,,,,,,
303,21Wh,CA,,"Calcium, after ox. - ICPAES","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Wj,CA,,"Calcium, after ox. - atomic absorption (AAS)","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21Wk,CA,,"Calcium, after ox. - titration EDTA","1M KCl,1:20,after ox","1M KCl,1:20,after ox",,,,,,
303,21X,CA,,Ca reacted with acid generated by peroxide digestion (21W minus 21V),Ca reacted with acid,Ca reacted with acid,,,,,,
303,21Xh,CA,,Ca reacted with acid generated by peroxide digestion (21Wh minus 21Vh) - ICPAES,Ca reacted with acid,Ca reacted with acid,,,,,,
303,22A,,,"Sulfur, Acid Volitile",Conc. HCl Reducible/,Conc. HCl Reducible/,,,,,,
303,22B,S,,Chromium Reducible Sulfur,Chromium Reducible S,Chromium Reducible S,,,,,,
303,23A,,,"pH of 1:40 1M KCl suspension 4h shake, overnight stand (TAA)",pH 1M KCl,pH 1M KCl,,,,,,
303,23A1,,,Tri-Acid Digest (Heavy metal) AAS hydride,Tri-Acid Digest (Hea,Tri-Acid Digest (Hea,,,,,,
303,23Af,,,pH done in field on saturated soil sample using pH probe,pH field - probe,pH field - probe,,,,,,
303,23B,,,pH of  1:25 suspension after peroxide digestion,pH 1M KCl after pero,pH 1M KCl after pero,,,,,,
303,23Bf,,,pH done in field of 30% peroxide reaction,pH field - 30% perox,pH field - 30% perox,,,,,,
303,23C,,,KCl Extractable sulfur before ox,"1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23Ca,,,"KCl Extractable sulfur before ox - sulfate, turbidmetric","1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23Cb,,,"KCl Extractable sulfur before ox - sulfate, gravimetric","1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23Cc,,,"KCl Extractable sulfur before ox - sulfate, automated colour","1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23Cd,,,"KCl Extractable sulfur before ox - sulfate, ion chromatography","1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23Ce,,,KCl Extractable sulfur before ox - ICPAES,"1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23Cf,,,KCl Extractable sulfur before ox - automated turbidmetric,"1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23Cg,,,"KCl Extractable sulfur before ox - sulfate, indirect, barium remaining by AAS","1M KCl,1:40,before o","1M KCl,1:40,before o",,,,,,
303,23D,,,KCl Extractable sulfur after ox - sulfate,"1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23Da,,,"KCl Extractable sulfur after ox - sulfate, turbidmetric","1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23Db,,,"KCl Extractable sulfur after ox - sulfate, gravimetric","1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23Dc,,,"KCl Extractable sulfur after ox - sulfate, automated colour","1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23Dd,,,"KCl Extractable sulfur after ox - sulfate, ion chromatography","1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23De,,,KCl Extractable sulfur after ox - ICPAES,"1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23Df,,,KCl Extractable sulfur after ox - automated turbidmetric,"1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23Dg,,,"KCl Extractable sulfur after ox - sulfate, indirect, barium remaining by AAS","1M KCl,1:40,after ox","1M KCl,1:40,after ox",,,,,,
303,23E,,,Peroxide oxidisable S - 21D minus 21C,Peroxide oxidisable ,Peroxide oxidisable ,,,,,,
303,23Ee,,,Peroxide oxidisable S - 21D minus 21C- ICPAES,Peroxide oxidisable ,Peroxide oxidisable ,,,,,,
303,23F,,,Titratable Actual Acidity (TAA) in 1M KCl titrated to pH 6.5,TAA - 1M KCl,TAA - 1M KCl,,,,,,
303,23G,,,Titratable Peroxide Acidity (TPA) in 1M KCl peroxide digestion titrated to pH 6.5,"TPA - 1M KCl, peroxi","TPA - 1M KCl, peroxi",,,,,,
303,23H,,,Titratable Sulfidic Acidity (TSA) - 23G minus 23F,TSA,TSA,,,,,,
303,23Q,,,Excess Acid Neutralising Capacity Back Tit to pH 4.0 minus TPA tit to pH  6.5,Excess ANC,Excess ANC,,,,,,
303,23R,,,Residual acid extractable S after peroxide,Sulfur - RAS,Sulfur - RAS,,,,,,
303,23Re,,,Residual acid extractable S after peroxide -ICP,"Sulfur - RAS, ICP","Sulfur - RAS, ICP",,,,,,
303,23S,,,"Magnesium extracted in 1M KCl, after TAA Titration","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23Sm,,,"Magnesium extracted in 1M KCl, after TAA Titration - ICPAES","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23Sn,,,"Magnesium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23Sp,,,"Magnesium extracted in 1M KCl, after TAA Titration - titration EDTA","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23T,,,Magnesium in peroxide digest (after TPA digestion and titration),"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23Tm,,,Magnesium in peroxide digest (after TPA digestion and titration) - ICPAES,"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23Tn,,,Magnesium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23Tp,,,Magnesium in peroxide digest (after TPA digestion and titration) - titration EDTA,"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23U,,,Magnesium reacted with acid generated by peroxide digest (23T minus 23S),Mg reacted with acid,Mg reacted with acid,,,,,,
303,23Um,,,Magnesium reacted with acid generated by peroxide digest (23Tm minus 23Sm) - ICPAES,Mg reacted with acid,Mg reacted with acid,,,,,,
303,23V,C/S,,"Calcium extracted in 1M KCl, after TAA Titration","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23Vh,CA,,"Calcium extracted in 1M KCl, after TAA Titration - ICPAES","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23Vj,CA,,"Calcium extracted in 1M KCl, after TAA Titration - atomic absorption (AAS)","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23Vk,CA,,"Calcium extracted in 1M KCl, after TAA Titration - titration EDTA","1M KCl,1:40,after TA","1M KCl,1:40,after TA",,,,,,
303,23W,CA,,Calcium in peroxide digest (after TPA digestion and titration),"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23Wh,CA,,Calcium in peroxide digest (after TPA digestion and titration)- ICPAES,"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23Wj,CA,,Calcium in peroxide digest (after TPA digestion and titration) - atomic absorption (AAS),"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23Wk,CA,,Calcium in peroxide digest (after TPA digestion and titration) - titration EDTA,"1M KCl,1:40,after TP","1M KCl,1:40,after TP",,,,,,
303,23X,CA,,Calcium reacted with acid generated by peroxide digest (23W minus 23V),Ca reacted with acid,Ca reacted with acid,,,,,,
303,23Xh,CA,,Calcium reacted with acid generated by peroxide digest (23Wh minus 23Vh) - ICPAES,Ca reacted with acid,Ca reacted with acid,,,,,,
999,2A1,MOISTURE_CONTENT,2.01,Air-dry moisture content,Moisture content,Moisture content,ASLSH Vol 3,,%,,,
303,2A1_MQ01,MOISTURE_CONTENT,,Air dry moisture - MIR QLD Calibration 1,Air dry moisture - M,Air dry moisture - M,,,,,,
303,2A1_MQ02,MOISTURE_CONTENT,,Air dry moisture,Air dry moisture,Air dry moisture,,,,,,
999,2B1,MOISTURE_CONTENT,2.01,As received moisture content,Moisture content,Moisture content,ASLSH Vol 3,,%,,,
999,2C1,MOISTURE_CONTENT,2.02,Moisture content - 10 mm tension,Moisture content,Moisture content,ASLSH Vol 3,,%,,,
999,2D1,MOISTURE_CONTENT,2.02,Moisture content - approximate saturation paste,Moisture content,Moisture content,ASLSH Vol 3,,%,,,
303,2E1,MOISTURE_RELEASE,,"15 Bar, pressure plate",Moisture content - 1,Moisture content - 1,,,,,,
303,2E1_MQ01,MOISTURE_RELEASE,,15 bar moisture - MIR QLD Calibration 1,15 bar moisture - MI,15 bar moisture - MI,,,,,,
